"subject","object","probability"
"pear","false fruit","1"
"overutilisation","development","1"
"tutelage","protection","1"
"admiral","nymphalid","1"
"spadefoot","toad frog","1"
"pry","lever","1"
"free french","social movement","1"
"metacarpophalangeal joint","articulatio synovialis","1"
"refinement","meaning","1"
"plesiosaurus","archosaurian","1"
"snap fastener","fixing","1"
"caranx bartholomaei","jack","1"
"pigeon breast","malformation","1"
"degradation","change of state","1"
"biologism","practice","1"
"pine snake","bull-snake","1"
"comparative anatomy","general anatomy","1"
"zombi","immortal","1"
"american rattlebox","rattlebox","1"
"genus malvastrum","dilleniid dicot genus","1"
"germanic language","indo-european","1"
"ai","federal agency","1"
"luddite","working man","1"
"sutura frontalis","fibrous joint","1"
"defender","fighter","1"
"tax","levy","1"
"larix decidua","larch","1"
"enchilada","dish","1"
"nasality","timber","1"
"sweet","treat","1"
"operation","knowledge","1"
"jimdandy","thing","1"
"casern","barrack","1"
"brownstone","town house","1"
"structure","artifact","1"
"realization","sale","1"
"hailstone","ice","1"
"haematopoiesis","organic process","1"
"turk's-cap","lily","1"
"intussusception","ontogenesis","1"
"bride-gift","wedding gift","1"
"lobe","projection","1"
"first","point","1"
"icing the puck","manoeuvre","1"
"psychic trauma","mental state","1"
"fringe","hairstyle","1"
"aquiculture","agriculture","1"
"delairea","asterid dicot genus","1"
"vulcanized fiber","fabric","1"
"boarding","construction","1"
"commitment","engagement","1"
"coconut","palm","1"
"warbler","oscine bird","1"
"brass family","category","1"
"cloakroom","waiting room","1"
"iron man","adult male","1"
"sunshine-roof","roof","1"
"rubric","explanation","1"
"escolar","gempylid","1"
"muscle","animal tissue","1"
"wildness","unruliness","1"
"squat","leg exercise","1"
"status quo","state of affairs","1"
"unsoundness","condition","1"
"lost tribes","tribes of israel","1"
"silene acaulis","silene","1"
"ductless gland","secretory organ","1"
"radical chic","mannerism","1"
"arteria metacarpea","arterial blood vessel","1"
"push","progress","1"
"spruce grouse","grouse","1"
"matzo","staff of life","1"
"autoradiograph","skiagraph","1"
"passage","journeying","1"
"tab","news media","1"
"present","time","1"
"drainage","emptying","1"
"property","construct","1"
"subbase","molding","1"
"topical prostaglandin eyedrop","eye-drop","1"
"ec","global organization","1"
"dassie","placental","1"
"handicraft","craft","1"
"geometrical irregularity","dissymmetry","1"
"penicillin-resistant bacteria","bacterium","1"
"stroke","maneuver","1"
"grinner","mortal","1"
"jam session","musical performance","1"
"animalculum","organism","1"
"clinch","embrace","1"
"disorientation","delusion","1"
"bacchant","buff","1"
"save","bar","1"
"constraint","device","1"
"convention","meeting","1"
"office","line","1"
"null set","set","1"
"dean","academic administrator","1"
"raw","nakedness","1"
"deathblow","killing","1"
"goat","victim","1"
"quack-quack","duck","1"
"hookah","tobacco pipe","1"
"first blush","opinion","1"
"marmota flaviventris","marmot","1"
"instillation","liquid","1"
"galega","rosid dicot genus","1"
"rat cheese","cheddar cheese","1"
"genus halicoeres","fish genus","1"
"farm animal","eutherian","1"
"bermuda shorts","short pants","1"
"chordomesoderm","mesoderm","1"
"saxifraga aizoides","saxifrage","1"
"editor","applications programme","1"
"supply route","route","1"
"colouring material","material","1"
"romany","sanskrit","1"
"dermatoglyphic","crinkle","1"
"fragmentation","disintegration","1"
"narrow-leaf penstemon","wild flower","1"
"zantedeschia aethiopica","flower","1"
"duplicator","setup","1"
"pasteurisation","sterilization","1"
"tandem","placement","1"
"office of naval intelligence","government agency","1"
"syngnathus hildebrandi","pipefish","1"
"syrian","asian","1"
"hematemesis","regurgitation","1"
"time-delay measuring instrument","chronoscope","1"
"genus vanilla","monocot genus","1"
"making water","micturition","1"
"chick","young lady","1"
"clydesdale","draught horse","1"
"self-will","firmness of purpose","1"
"deliverer","person","1"
"bid","offering","1"
"mfa","master's degree","1"
"twaddle","nonsense","1"
"scenario","setting","1"
"tub-thumper","speechmaker","1"
"kurd","ethnic group","1"
"chondroma","benign tumor","1"
"telephotograph","pic","1"
"beanball","delivery","1"
"order tubulidentata","animal order","1"
"genus roridula","magnoliopsid genus","1"
"cat's-tail","cattail","1"
"half-brother","blood brother","1"
"nova","star","1"
"computer keyboard","input device","1"
"gametocyte","cell","1"
"home brew","intoxicant","1"
"heirloom","heritage","1"
"recital","speaking","1"
"revenue stamp","sheet","1"
"powder-post termite","dry-wood termite","1"
"excuse","billet","1"
"deletion","linguistic process","1"
"skillfulness","state","1"
"ballottement","palpation","1"
"windcheater","jacket","1"
"marvel-of-peru","four o'clock","1"
"expansion","mathematical function","1"
"ensemble","assemblage","1"
"able seaman","jack","1"
"jail bird","crook","1"
"pleasure","positive stimulus","1"
"requiem","song","1"
"surplusage","overabundance","1"
"watering hole","resort area","1"
"moorish architecture","architectural style","1"
"demimondaine","lady of pleasure","1"
"commodities market","exchange","1"
"napalm","petrol","1"
"dividend","net","1"
"telephone number","signal","1"
"taradiddle","lie","1"
"blackberry","drupelet","1"
"successor","equal","1"
"hustler","working girl","1"
"locomotor ataxia","neurosyphilis","1"
"jujube","shrub","1"
"nurturance","aid","1"
"chauvinist","bigot","1"
"castle in spain","dream","1"
"national aeronautics and space administration","independent agency","1"
"p","letter","1"
"lounger","loungewear","1"
"emaciation","spareness","1"
"assembly plant","factory","1"
"bootie","carpet slipper","1"
"chardonnay","vinifera grape","1"
"self-praise","speech act","1"
"boletus chrysenteron","bolete","1"
"duodecimal system","positional representation system","1"
"osteology","anatomy","1"
"bail","recognisance","1"
"quadrature","construction","1"
"isoantibody","antibody","1"
"hcg","gonadotropin","1"
"mailer","advertising","1"
"baggage","case","1"
"tailed frog","anuran","1"
"genus psoralea","rosid dicot genus","1"
"roller bit","drilling bit","1"
"indenture","contract","1"
"inflatable cushion","cushion","1"
"gambrel roof","saddle roof","1"
"mandatary","recipient","1"
"family phyllostomatidae","mammal family","1"
"arrangement","planning","1"
"retroflexion","movement","1"
"bleb","cyst","1"
"carriage trade","mercantilism","1"
"armorial bearing","heraldry","1"
"carina fornicis","carina","1"
"running pine","ground pine","1"
"keen","dirge","1"
"guessing","idea","1"
"closeup","photograph","1"
"arthropoda","phylum","1"
"urbanisation","condition","1"
"magnetic storage medium","data-storage medium","1"
"testator","person","1"
"lincocin","antibiotic","1"
"accessory","wear","1"
"golden club","aquatic plant","1"
"clearcutness","lucidness","1"
"freedom of thought","human right","1"
"shop window","window","1"
"armilla","bracelet","1"
"concession","assent","1"
"read-only memory","storage","1"
"nutrient artery","arteria","1"
"asthenia","infirmity","1"
"baba au rhum","baba","1"
"innate reflex","response","1"
"ram","sheep","1"
"ladyfinger","cooky","1"
"dumping","marketing","1"
"phantasm","disembodied spirit","1"
"fraxinella","herb","1"
"bedfellow","mortal","1"
"finishing","mop up","1"
"petiole","stem","1"
"crew member","skilled worker","1"
"killing","profits","1"
"interplanetary dust","dust","1"
"woodcock snipe","snipe","1"
"genus helxine","magnoliopsid genus","1"
"polygene","factor","1"
"oesophageal veins","vein","1"
"acid dye","dyestuff","1"
"downdraft","draught","1"
"practice game","game","1"
"widal test","agglutination test","1"
"ceibo","erythrina","1"
"trip","blunder","1"
"river basin","geographical area","1"
"stoutheartedness","courage","1"
"subclass","taxonomic group","1"
"bistro","eating place","1"
"naught","failure","1"
"iww","brotherhood","1"
"alpine golden chain","flowering shrub","1"
"gorgon","mythical monster","1"
"hinduism","organized religion","1"
"deed of trust","legal document","1"
"lycopodium alopecuroides","ground pine","1"
"aythya","bird genus","1"
"omental bursa","cavity","1"
"characterization","acting","1"
"lochia","body fluid","1"
"mensal line","crinkle","1"
"veal parmesan","dish","1"
"delegation","empowerment","1"
"topognosis","haptic sensation","1"
"line item","item","1"
"annulus","plant part","1"
"conchologist","aggregator","1"
"echelon","military force","1"
"calycanthaceae","magnoliid dicot family","1"
"bas relief","embossment","1"
"bloodguilt","guiltiness","1"
"lese majesty","offense","1"
"vincetoxicum negrum","vine","1"
"enarthrosis","synovial joint","1"
"zooflagellate","flagellate","1"
"device","tactical manoeuvre","1"
"micruroides euryxanthus","new world coral snake","1"
"wahabi","muslim","1"
"deadwood","redundancy","1"
"viciousness","harshness","1"
"port","computer circuit","1"
"breather","rest period","1"
"runner","carpet","1"
"solanum crispum","vine","1"
"lazuline","blue","1"
"dia","military intelligence","1"
"turn","change of direction","1"
"rape oil","oil","1"
"shipwreck","ruination","1"
"arena","playing area","1"
"antinomianism","theological doctrine","1"
"cryptologist","decoder","1"
"linen paper","paper","1"
"jalopy","dysphemism","1"
"green fingers","strong point","1"
"growth hormone-releasing factor","releasing hormone","1"
"heat lightning","lightning","1"
"common burdock","clotbur","1"
"symphoricarpos alba","poisonous plant","1"
"rescue equipment","equipment","1"
"smoothy","pretender","1"
"cobweb","fibril","1"
"pluralism","philosophy","1"
"eusporangium","spore case","1"
"camphor dune tansy","herbaceous plant","1"
"heat rash","efflorescence","1"
"alchemy","social relation","1"
"thunder","heroin","1"
"gaviiformes","animal order","1"
"hat","headdress","1"
"charge","protection","1"
"dramatic art","communicating","1"
"apostleship","office","1"
"sampling","pick","1"
"cardiac resuscitation","resuscitation","1"
"stops","cards","1"
"common fig tree","fig tree","1"
"termination","conclusion","1"
"overmuchness","teemingness","1"
"leopard lily","lily","1"
"genus podargus","bird genus","1"
"blue grama","gramma grass","1"
"divergency","series","1"
"spinning top","toy","1"
"wale","hurt","1"
"sea-level pressure","atmospheric pressure","1"
"kibit","computer memory unit","1"
"time value","continuance","1"
"homo","someone","1"
"patent office","bureau","1"
"xanthium","asterid dicot genus","1"
"trap","rig","1"
"talipes valgus","talipes","1"
"street drug","drug","1"
"golf game","outdoor game","1"
"claim","averment","1"
"subsister","unfortunate","1"
"main-topsail","sheet","1"
"disbelief","dubiousness","1"
"acrocephaly","congenital disorder","1"
"quercus nigra","oak tree","1"
"senior high","middle school","1"
"somberness","seriousness","1"
"gastrocnemius muscle","skeletal muscle","1"
"inexactness","inaccuracy","1"
"ordinariness","quality","1"
"dacrydium bidwilli","conifer","1"
"vena subclavia","venous blood vessel","1"
"cfc","greenhouse gas","1"
"arda","government agency","1"
"woolly alder aphid","woolly aphid","1"
"thrombus","clot","1"
"clocks","storksbill","1"
"gumshoe","investigator","1"
"cutting implement","tool","1"
"hypothesis","view","1"
"morrow","mean solar day","1"
"morris chair","armchair","1"
"imperium","demesne","1"
"kindergartner","tike","1"
"audience","hoi polloi","1"
"seedling","seed plant","1"
"isotherm","isopleth","1"
"premolar","tooth","1"
"mezzanine","story","1"
"unrest","agitation","1"
"skin and bones","mortal","1"
"oceanic abyss","depression","1"
"echinocereus","caryophylloid dicot genus","1"
"crown","accolade","1"
"wildfire","inferno","1"
"character","grownup","1"
"eversion","move","1"
"monotropa","dilleniid dicot genus","1"
"tear","drop","1"
"possibleness","existence","1"
"shock","surprise","1"
"curve","segment","1"
"malus baccata","cultivated crab apple","1"
"showtime","point","1"
"underclothes","undergarment","1"
"mass murder","slaying","1"
"off-roader","bicycle","1"
"shortness","stature","1"
"form of address","appellative","1"
"mym","metric linear unit","1"
"medical","scrutiny","1"
"sweet pepperbush","shrub","1"
"beta particle","subatomic particle","1"
"locoweed","marijuana","1"
"new dealer","booster","1"
"phony","deceiver","1"
"climbing maidenhair fern","climbing fern","1"
"oxyphenbutazone","anti-inflammatory","1"
"marriageability","eligibility","1"
"stepbrother","brother","1"
"professional wrestling","wrestling","1"
"seraglio","quarters","1"
"spine","portion","1"
"inwardness","state of mind","1"
"streptococcal sore throat","infection","1"
"butt","joint","1"
"major tranquillizer","tranquilizer","1"
"parthenocissus quinquefolia","vine","1"
"attack dog","guard dog","1"
"meringue kiss","kiss","1"
"wench","young lady","1"
"ruble","tajikistani monetary unit","1"
"cyclotron","particle accelerator","1"
"interior angle","angle","1"
"nonreader","ignoramus","1"
"jobbery","corruption","1"
"field chickweed","mouse eared chickweed","1"
"crisis","juncture","1"
"drop","hiding place","1"
"rock hyrax","dassie","1"
"ascaridia","worm genus","1"
"u. s. code","legal code","1"
"fencing sword","steel","1"
"industrial park","parcel of land","1"
"pigeon breast","misshapenness","1"
"recuperation","healing","1"
"rheumatoid spondylitis","autoimmune disease","1"
"myosotis scorpiodes","herb","1"
"elspar","antineoplastic drug","1"
"doorknob","knob","1"
"portrait","characterization","1"
"homepage","web page","1"
"guilt","condition","1"
"working papers","record","1"
"pollster","inquirer","1"
"marriage mart","brokerage","1"
"snp","polymorphism","1"
"bluff","pretence","1"
"unitization","packaging","1"
"testament","legal document","1"
"appendectomy","ablation","1"
"title","piece of writing","1"
"knee piece","plate armour","1"
"breakthrough","discovery","1"
"drixoral","medicinal drug","1"
"modus vivendi","style","1"
"armageddon","fight","1"
"commutation","change","1"
"double-blind procedure","experimental procedure","1"
"hydroxy acid","acid","1"
"quitclaim","transfer","1"
"co-respondent","codefendant","1"
"curative","medicinal drug","1"
"reference","good word","1"
"batten","stuffing","1"
"genus pyrophorus","arthropod genus","1"
"secretaryship","billet","1"
"oak fern","fern","1"
"enamelware","cooking utensil","1"
"state department","government department","1"
"slick","mag","1"
"wake","consequence","1"
